Producing root output for Run00820...
Error in <TGClient::TGClient>: can't open display "localhost:11.0", switching to batch mode...
 In case you run from a remote ssh session, reconnect with ssh -Y
Event start:
  event id:       0x8000
Processed 183000 events.  Analysis rate = 29416.955933 events/seconds. 
Processed 183500 events.  Analysis rate = 173070.266528 events/seconds. 
Processed 184000 events.  Analysis rate = 24783.147460 events/seconds. 
Processed 184500 events.  Analysis rate = 41583.499667 events/seconds. 
Processed 185000 events.  Analysis rate = 58664.789393 events/seconds. 
Processed 185500 events.  Analysis rate = 25018.764073 events/seconds. 
Processed 186000 events.  Analysis rate = 65487.884741 events/seconds. 
Processed 186500 events.  Analysis rate = 40512.072598 events/seconds. 
Processed 187000 events.  Analysis rate = 25199.072674 events/seconds. 
Processed 187500 events.  Analysis rate = 168236.877524 events/seconds. 
Processed 188000 events.  Analysis rate = 27409.275299 events/seconds. 
Processed 188500 events.  Analysis rate = 35724.492712 events/seconds. 
Processed 189000 events.  Analysis rate = 70501.974055 events/seconds. 
Processed 189500 events.  Analysis rate = 24890.481880 events/seconds. 
Processed 190000 events.  Analysis rate = 62088.662610 events/seconds. 
Processed 190500 events.  Analysis rate = 38780.733731 events/seconds. 
Processed 191000 events.  Analysis rate = 26243.963888 events/seconds. 
Processed 191500 events.  Analysis rate = 154655.119084 events/seconds. 
Processed 192000 events.  Analysis rate = 26675.202732 events/seconds. 
Processed 192500 events.  Analysis rate = 37207.917845 events/seconds. 
Processed 193000 events.  Analysis rate = 82142.270412 events/seconds. 
Processed 193500 events.  Analysis rate = 26292.264816 events/seconds. 
Processed 194000 events.  Analysis rate = 45708.017186 events/seconds. 
Processed 194500 events.  Analysis rate = 49682.034976 events/seconds. 
Processed 195000 events.  Analysis rate = 24879.335224 events/seconds. 
Processed 195500 events.  Analysis rate = 98289.758207 events/seconds. 
Processed 196000 events.  Analysis rate = 31484.163466 events/seconds. 
Processed 196500 events.  Analysis rate = 30656.039240 events/seconds. 
Processed 197000 events.  Analysis rate = 134444.743211 events/seconds. 
Processed 197500 events.  Analysis rate = 23778.950873 events/seconds. 
Processed 198000 events.  Analysis rate = 47842.311741 events/seconds. 
Processed 198500 events.  Analysis rate = 54854.635217 events/seconds. 
Processed 199000 events.  Analysis rate = 24583.312847 events/seconds. 
Processed 199500 events.  Analysis rate = 70195.142496 events/seconds. 
Processed 200000 events.  Analysis rate = 35767.937621 events/seconds. 
Processed 200500 events.  Analysis rate = 27403.266469 events/seconds. 
Processed 201000 events.  Analysis rate = 166112.956811 events/seconds. 
Processed 201500 events.  Analysis rate = 26332.420476 events/seconds. 
Processed 202000 events.  Analysis rate = 37408.349544 events/seconds. 
Processed 202500 events.  Analysis rate = 58051.782190 events/seconds. 
Processed 203000 events.  Analysis rate = 26574.541589 events/seconds. 
Processed 203500 events.  Analysis rate = 62593.890836 events/seconds. 
Processed 204000 events.  Analysis rate = 37020.583444 events/seconds. 
Processed 204500 events.  Analysis rate = 26873.051704 events/seconds. 
Processed 205000 events.  Analysis rate = 123731.749567 events/seconds. 
Processed 205500 events.  Analysis rate = 27012.425716 events/seconds. 
Processed 206000 events.  Analysis rate = 36255.528968 events/seconds. 
Processed 206500 events.  Analysis rate = 86700.190740 events/seconds. 
Processed 207000 events.  Analysis rate = 24399.765762 events/seconds. 
Processed 207500 events.  Analysis rate = 56123.021663 events/seconds. 
Processed 208000 events.  Analysis rate = 42995.958380 events/seconds. 
Processed 208500 events.  Analysis rate = 24397.384600 events/seconds. 
Processed 209000 events.  Analysis rate = 162179.695102 events/seconds. 
Processed 209500 events.  Analysis rate = 30301.193867 events/seconds. 
Processed 210000 events.  Analysis rate = 31786.395423 events/seconds. 
Processed 210500 events.  Analysis rate = 80179.602309 events/seconds. 
Processed 211000 events.  Analysis rate = 26213.694034 events/seconds. 
Processed 211500 events.  Analysis rate = 45905.251561 events/seconds. 
Processed 212000 events.  Analysis rate = 49460.876447 events/seconds. 
Processed 212500 events.  Analysis rate = 24917.771355 events/seconds. 
Processed 213000 events.  Analysis rate = 100644.122383 events/seconds. 
Processed 213500 events.  Analysis rate = 31267.588018 events/seconds. 
Processed 214000 events.  Analysis rate = 30913.812291 events/seconds. 
Processed 214500 events.  Analysis rate = 131130.343562 events/seconds. 
Processed 215000 events.  Analysis rate = 24990.003998 events/seconds. 
Processed 215500 events.  Analysis rate = 44432.595752 events/seconds. 
Processed 216000 events.  Analysis rate = 51145.662848 events/seconds. 
Processed 216500 events.  Analysis rate = 24946.365315 events/seconds. 
Processed 217000 events.  Analysis rate = 92816.038611 events/seconds. 
Processed 217500 events.  Analysis rate = 35290.796160 events/seconds. 
Processed 218000 events.  Analysis rate = 26238.455080 events/seconds. 
Processed 218500 events.  Analysis rate = 147405.660377 events/seconds. 
Processed 219000 events.  Analysis rate = 26230.196202 events/seconds. 
Processed 219500 events.  Analysis rate = 39271.127867 events/seconds. 
Processed 220000 events.  Analysis rate = 60731.203692 events/seconds. 
Processed 220500 events.  Analysis rate = 25528.438681 events/seconds. 
Processed 221000 events.  Analysis rate = 67622.396538 events/seconds. 
Processed 221500 events.  Analysis rate = 35582.123541 events/seconds. 
Processed 222000 events.  Analysis rate = 27577.077933 events/seconds. 
Processed 222500 events.  Analysis rate = 168067.226891 events/seconds. 
Processed 223000 events.  Analysis rate = 25072.710861 events/seconds. 
Processed 223500 events.  Analysis rate = 40630.586706 events/seconds. 
Processed 224000 events.  Analysis rate = 68984.547461 events/seconds. 
Processed 224500 events.  Analysis rate = 24421.217153 events/seconds. 
Processed 225000 events.  Analysis rate = 59424.768243 events/seconds. 
Processed 225500 events.  Analysis rate = 44867.193108 events/seconds. 
Processed 226000 events.  Analysis rate = 23758.612497 events/seconds. 
Processed 226500 events.  Analysis rate = 167785.234899 events/seconds. 
Processed 227000 events.  Analysis rate = 29304.888055 events/seconds. 
Processed 227500 events.  Analysis rate = 32957.616505 events/seconds. 
Processed 228000 events.  Analysis rate = 79339.892098 events/seconds. 
Processed 228500 events.  Analysis rate = 25504.998980 events/seconds. 
Processed 229000 events.  Analysis rate = 53890.924768 events/seconds. 
Processed 229500 events.  Analysis rate = 41138.719763 events/seconds. 
Processed 230000 events.  Analysis rate = 26874.496103 events/seconds. 
Processed 230500 events.  Analysis rate = 91776.798825 events/seconds. 
Processed 231000 events.  Analysis rate = 30293.850348 events/seconds. 
Processed 231500 events.  Analysis rate = 31924.403014 events/seconds. 
Processed 232000 events.  Analysis rate = 115313.653137 events/seconds. 
Processed 232500 events.  Analysis rate = 24962.556166 events/seconds. 
Processed 233000 events.  Analysis rate = 45989.698308 events/seconds. 
Processed 233500 events.  Analysis rate = 49222.287852 events/seconds. 
Processed 234000 events.  Analysis rate = 24985.008995 events/seconds. 
Processed 234500 events.  Analysis rate = 99443.118536 events/seconds. 
Processed 235000 events.  Analysis rate = 33377.837116 events/seconds. 
Processed 235500 events.  Analysis rate = 29032.632679 events/seconds. 
Processed 236000 events.  Analysis rate = 104931.794334 events/seconds. 
Processed 236500 events.  Analysis rate = 26208.197924 events/seconds. 
Processed 237000 events.  Analysis rate = 40960.104858 events/seconds. 
Processed 237500 events.  Analysis rate = 57032.052013 events/seconds. 
Processed 238000 events.  Analysis rate = 26261.883502 events/seconds. 
Processed 238500 events.  Analysis rate = 68119.891008 events/seconds. 
Processed 239000 events.  Analysis rate = 34162.339437 events/seconds. 
Processed 239500 events.  Analysis rate = 28459.217941 events/seconds. 
Processed 240000 events.  Analysis rate = 167841.557570 events/seconds. 
Processed 240500 events.  Analysis rate = 25676.577826 events/seconds. 
Processed 241000 events.  Analysis rate = 39370.078740 events/seconds. 
Processed 241500 events.  Analysis rate = 63751.115645 events/seconds. 
Processed 242000 events.  Analysis rate = 26187.608024 events/seconds. 
Processed 242500 events.  Analysis rate = 60132.291040 events/seconds. 
Processed 243000 events.  Analysis rate = 39376.279729 events/seconds. 
Processed 243500 events.  Analysis rate = 24307.243559 events/seconds. 
Processed 244000 events.  Analysis rate = 166944.908180 events/seconds. 
Processed 244500 events.  Analysis rate = 28501.396568 events/seconds. 
Processed 245000 events.  Analysis rate = 34148.340391 events/seconds. 
Processed 245500 events.  Analysis rate = 93527.871306 events/seconds. 
Processed 246000 events.  Analysis rate = 25008.753064 events/seconds. 
Processed 246500 events.  Analysis rate = 50864.699898 events/seconds. 
Processed 247000 events.  Analysis rate = 44618.954132 events/seconds. 
Processed 247500 events.  Analysis rate = 24983.760556 events/seconds. 
Processed 248000 events.  Analysis rate = 129132.231405 events/seconds. 
Processed 248500 events.  Analysis rate = 30908.079372 events/seconds. 
Processed 249000 events.  Analysis rate = 31185.679536 events/seconds. 
Processed 249500 events.  Analysis rate = 83584.085590 events/seconds. 
Processed 250000 events.  Analysis rate = 26904.864399 events/seconds. 
Processed 250500 events.  Analysis rate = 42966.400275 events/seconds. 
Processed 251000 events.  Analysis rate = 50854.353133 events/seconds. 
Processed 251500 events.  Analysis rate = 25469.920024 events/seconds. 
Processed 252000 events.  Analysis rate = 86790.487763 events/seconds. 
Processed 252500 events.  Analysis rate = 31889.788890 events/seconds. 
Processed 253000 events.  Analysis rate = 30297.521663 events/seconds. 
Processed 253500 events.  Analysis rate = 165617.754223 events/seconds. 
Processed 254000 events.  Analysis rate = 23249.325770 events/seconds. 
Processed 254500 events.  Analysis rate = 46921.921922 events/seconds. 
Processed 255000 events.  Analysis rate = 56173.463656 events/seconds. 
Processed 255500 events.  Analysis rate = 24996.250562 events/seconds. 
Processed 256000 events.  Analysis rate = 68390.097114 events/seconds. 
Processed 256500 events.  Analysis rate = 39339.103068 events/seconds. 
Processed 257000 events.  Analysis rate = 25671.304616 events/seconds. 
Processed 257500 events.  Analysis rate = 167954.316426 events/seconds. 
Processed 258000 events.  Analysis rate = 26899.074672 events/seconds. 
Processed 258500 events.  Analysis rate = 36971.310263 events/seconds. 
Processed 259000 events.  Analysis rate = 67024.128686 events/seconds. 
Processed 259500 events.  Analysis rate = 24927.709642 events/seconds. 
Processed 260000 events.  Analysis rate = 65138.092757 events/seconds. 
Processed 260500 events.  Analysis rate = 37577.032917 events/seconds. 
Processed 261000 events.  Analysis rate = 26554.782516 events/seconds. 
Processed 261500 events.  Analysis rate = 168067.226891 events/seconds. 
Processed 262000 events.  Analysis rate = 23142.791021 events/seconds. 
Processed 262500 events.  Analysis rate = 38258.474252 events/seconds. 
Processed 263000 events.  Analysis rate = 35186.488388 events/seconds. 
Processed 263500 events.  Analysis rate = 25850.480819 events/seconds. 
Processed 264000 events.  Analysis rate = 83319.446759 events/seconds. 
Processed 264500 events.  Analysis rate = 22367.361546 events/seconds. 
Processed 265000 events.  Analysis rate = 57477.871020 events/seconds. 
Processed 265500 events.  Analysis rate = 44385.264092 events/seconds. 
Processed 266000 events.  Analysis rate = 25030.036043 events/seconds. 
Processed 266500 events.  Analysis rate = 102817.191034 events/seconds. 
Processed 267000 events.  Analysis rate = 30982.773578 events/seconds. 
Processed 267500 events.  Analysis rate = 31113.876789 events/seconds. 
Processed 268000 events.  Analysis rate = 101729.399797 events/seconds. 
Processed 268500 events.  Analysis rate = 26216.442953 events/seconds. 
Processed 269000 events.  Analysis rate = 44547.398432 events/seconds. 
Processed 269500 events.  Analysis rate = 46322.030758 events/seconds. 
Processed 270000 events.  Analysis rate = 26926.598094 events/seconds. 
Processed 270500 events.  Analysis rate = 86460.314716 events/seconds. 
Processed 271000 events.  Analysis rate = 31965.221839 events/seconds. 
Processed 271500 events.  Analysis rate = 30176.836260 events/seconds. 
Processed 272000 events.  Analysis rate = 167224.080268 events/seconds. 
Processed 272500 events.  Analysis rate = 23211.550067 events/seconds. 
Processed 273000 events.  Analysis rate = 47281.323877 events/seconds. 
Processed 273500 events.  Analysis rate = 55543.212619 events/seconds. 
Processed 274000 events.  Analysis rate = 24345.116370 events/seconds. 
Processed 274500 events.  Analysis rate = 74437.993152 events/seconds. 
Processed 275000 events.  Analysis rate = 36093.264997 events/seconds. 
Processed 275500 events.  Analysis rate = 27207.922947 events/seconds. 
Processed 276000 events.  Analysis rate = 167392.032139 events/seconds. 
Processed 276500 events.  Analysis rate = 26726.534103 events/seconds. 
Processed 277000 events.  Analysis rate = 36919.441778 events/seconds. 
Processed 277500 events.  Analysis rate = 59045.819556 events/seconds. 
Processed 278000 events.  Analysis rate = 26223.317774 events/seconds. 
Processed 278500 events.  Analysis rate = 65342.394145 events/seconds. 
Processed 279000 events.  Analysis rate = 37529.085041 events/seconds. 
Processed 279500 events.  Analysis rate = 26434.047053 events/seconds. 
Processed 280000 events.  Analysis rate = 124875.124875 events/seconds. 
Processed 280500 events.  Analysis rate = 27469.508845 events/seconds. 
Processed 281000 events.  Analysis rate = 35518.931591 events/seconds. 
Processed 281500 events.  Analysis rate = 83696.016070 events/seconds. 
Processed 282000 events.  Analysis rate = 24932.681759 events/seconds. 
Processed 282500 events.  Analysis rate = 54501.853063 events/seconds. 
Processed 283000 events.  Analysis rate = 42176.296921 events/seconds. 
Processed 283500 events.  Analysis rate = 24962.556166 events/seconds. 
Processed 284000 events.  Analysis rate = 156690.692573 events/seconds. 
Processed 284500 events.  Analysis rate = 29622.607974 events/seconds. 
Processed 285000 events.  Analysis rate = 32497.075263 events/seconds. 
Processed 285500 events.  Analysis rate = 75597.218022 events/seconds. 
Processed 286000 events.  Analysis rate = 26887.502689 events/seconds. 
Processed 286500 events.  Analysis rate = 45450.413599 events/seconds. 
Processed 287000 events.  Analysis rate = 47628.119642 events/seconds. 
Processed 287500 events.  Analysis rate = 25481.602283 events/seconds. 
Processed 288000 events.  Analysis rate = 97656.250000 events/seconds. 
Processed 288500 events.  Analysis rate = 31525.851198 events/seconds. 
Processed 289000 events.  Analysis rate = 30573.559985 events/seconds. 
Processed 289500 events.  Analysis rate = 136165.577342 events/seconds. 
Processed 290000 events.  Analysis rate = 23737.181922 events/seconds. 
Processed 290500 events.  Analysis rate = 47528.517110 events/seconds. 
Processed 291000 events.  Analysis rate = 52388.935457 events/seconds. 
Processed 291500 events.  Analysis rate = 24927.709642 events/seconds. 
Processed 292000 events.  Analysis rate = 75018.754689 events/seconds. 
Processed 292500 events.  Analysis rate = 38711.675441 events/seconds. 
Processed 293000 events.  Analysis rate = 25875.899187 events/seconds. 
Processed 293500 events.  Analysis rate = 159642.401022 events/seconds. 
Processed 294000 events.  Analysis rate = 26883.165762 events/seconds. 
Processed 294500 events.  Analysis rate = 37433.555439 events/seconds. 
Processed 295000 events.  Analysis rate = 61865.874783 events/seconds. 
Processed 295500 events.  Analysis rate = 25502.397225 events/seconds. 
Processed 296000 events.  Analysis rate = 67231.410515 events/seconds. 
Processed 296500 events.  Analysis rate = 35698.986149 events/seconds. 
Processed 297000 events.  Analysis rate = 27407.772844 events/seconds. 
Processed 297500 events.  Analysis rate = 164690.382082 events/seconds. 
Processed 298000 events.  Analysis rate = 25229.589262 events/seconds. 
Processed 298500 events.  Analysis rate = 37291.169451 events/seconds. 
Processed 299000 events.  Analysis rate = 81327.260898 events/seconds. 
Processed 299500 events.  Analysis rate = 24435.539048 events/seconds. 
Processed 300000 events.  Analysis rate = 58418.039491 events/seconds. 
Processed 300500 events.  Analysis rate = 41618.112202 events/seconds. 
Processed 301000 events.  Analysis rate = 24705.998616 events/seconds. 
Processed 301500 events.  Analysis rate = 169090.294217 events/seconds. 
Processed 302000 events.  Analysis rate = 29641.925539 events/seconds. 
Processed 302500 events.  Analysis rate = 32507.639295 events/seconds. 
Processed 303000 events.  Analysis rate = 70442.378135 events/seconds. 
Processed 303500 events.  Analysis rate = 26867.275658 events/seconds. 
Processed 304000 events.  Analysis rate = 51572.975761 events/seconds. 
Processed 304500 events.  Analysis rate = 42959.017098 events/seconds. 
Processed 305000 events.  Analysis rate = 26224.693171 events/seconds. 
Processed 305500 events.  Analysis rate = 89686.098655 events/seconds. 
Processed 306000 events.  Analysis rate = 30409.925800 events/seconds. 
Processed 306500 events.  Analysis rate = 31673.634866 events/seconds. 
Processed 307000 events.  Analysis rate = 117702.448211 events/seconds. 
Processed 307500 events.  Analysis rate = 24955.080854 events/seconds. 
Processed 308000 events.  Analysis rate = 45926.334160 events/seconds. 
Processed 308500 events.  Analysis rate = 49231.981095 events/seconds. 
Processed 309000 events.  Analysis rate = 24957.572127 events/seconds. 
Processed 309500 events.  Analysis rate = 98990.298951 events/seconds. 
Processed 310000 events.  Analysis rate = 34392.626221 events/seconds. 
Processed 310500 events.  Analysis rate = 28227.855248 events/seconds. 
Processed 311000 events.  Analysis rate = 104427.736007 events/seconds. 
Processed 311500 events.  Analysis rate = 26156.099602 events/seconds. 
Processed 312000 events.  Analysis rate = 40387.722132 events/seconds. 
Processed 312500 events.  Analysis rate = 57957.575055 events/seconds. 
Processed 313000 events.  Analysis rate = 26884.611249 events/seconds. 
Processed 313500 events.  Analysis rate = 62703.787309 events/seconds. 
Processed 314000 events.  Analysis rate = 38308.305241 events/seconds. 
Processed 314500 events.  Analysis rate = 26093.309675 events/seconds. 
Processed 315000 events.  Analysis rate = 164527.805199 events/seconds. 
Processed 315500 events.  Analysis rate = 27982.986344 events/seconds. 
Processed 316000 events.  Analysis rate = 34977.264778 events/seconds. 
Processed 316500 events.  Analysis rate = 64624.531472 events/seconds. 
Processed 317000 events.  Analysis rate = 26183.493925 events/seconds. 
Processed 317500 events.  Analysis rate = 53197.148633 events/seconds. 
Processed 318000 events.  Analysis rate = 43144.361032 events/seconds. 
Processed 318500 events.  Analysis rate = 25471.217524 events/seconds. 
Processed 319000 events.  Analysis rate = 123977.188197 events/seconds. 
Processed 319500 events.  Analysis rate = 28653.295129 events/seconds. 
Processed 320000 events.  Analysis rate = 33776.937107 events/seconds. 
Processed 320500 events.  Analysis rate = 103799.045049 events/seconds. 
Processed 321000 events.  Analysis rate = 23224.487900 events/seconds. 
Processed 321500 events.  Analysis rate = 55978.504254 events/seconds. 
Processed 322000 events.  Analysis rate = 44976.162634 events/seconds. 
Processed 322500 events.  Analysis rate = 24928.952485 events/seconds. 
Processed 323000 events.  Analysis rate = 98173.964265 events/seconds. 
Processed 323500 events.  Analysis rate = 32339.434707 events/seconds. 
Processed 324000 events.  Analysis rate = 29879.287678 events/seconds. 
Processed 324500 events.  Analysis rate = 105663.567202 events/seconds. 
Processed 325000 events.  Analysis rate = 26854.288630 events/seconds. 
Processed 325500 events.  Analysis rate = 42023.869558 events/seconds. 
Processed 326000 events.  Analysis rate = 47236.655645 events/seconds. 
Processed 326500 events.  Analysis rate = 26865.832035 events/seconds. 
Processed 327000 events.  Analysis rate = 84317.032040 events/seconds. 
Processed 327500 events.  Analysis rate = 32189.531964 events/seconds. 
Processed 328000 events.  Analysis rate = 29915.041283 events/seconds. 
Processed 328500 events.  Analysis rate = 168067.226891 events/seconds. 
Processed 329000 events.  Analysis rate = 23889.154324 events/seconds. 
Processed 329500 events.  Analysis rate = 44263.456091 events/seconds. 
Processed 330000 events.  Analysis rate = 57208.237986 events/seconds. 
Processed 330500 events.  Analysis rate = 24992.502249 events/seconds. 
Processed 331000 events.  Analysis rate = 67042.102440 events/seconds. 
Processed 331500 events.  Analysis rate = 36835.125976 events/seconds. 
Processed 332000 events.  Analysis rate = 26835.551739 events/seconds. 
Processed 332500 events.  Analysis rate = 168577.208361 events/seconds. 
Processed 333000 events.  Analysis rate = 27010.966452 events/seconds. 
Processed 333500 events.  Analysis rate = 36072.433446 events/seconds. 
Processed 334000 events.  Analysis rate = 61184.532550 events/seconds. 
Processed 334500 events.  Analysis rate = 26915.002422 events/seconds. 
Processed 335000 events.  Analysis rate = 59311.981020 events/seconds. 
Processed 335500 events.  Analysis rate = 38426.068245 events/seconds. 
Processed 336000 events.  Analysis rate = 26873.051704 events/seconds. 
Processed 336500 events.  Analysis rate = 108248.538645 events/seconds. 
Processed 337000 events.  Analysis rate = 27965.769898 events/seconds. 
Processed 337500 events.  Analysis rate = 34938.159458 events/seconds. 
Processed 338000 events.  Analysis rate = 94410.876133 events/seconds. 
Processed 338500 events.  Analysis rate = 24403.338377 events/seconds. 
Processed 339000 events.  Analysis rate = 53185.831295 events/seconds. 
Processed 339500 events.  Analysis rate = 44734.723092 events/seconds. 
Processed 340000 events.  Analysis rate = 24393.813729 events/seconds. 
Processed 340500 events.  Analysis rate = 141482.739106 events/seconds. 
Processed 341000 events.  Analysis rate = 31281.281281 events/seconds. 
Processed 341500 events.  Analysis rate = 30833.744450 events/seconds. 
Processed 342000 events.  Analysis rate = 86445.366528 events/seconds. 
Processed 342500 events.  Analysis rate = 26228.820228 events/seconds. 
Processed 343000 events.  Analysis rate = 44052.863436 events/seconds. 
Processed 343500 events.  Analysis rate = 51948.051948 events/seconds. 
Processed 344000 events.  Analysis rate = 24813.895782 events/seconds. 
Processed 344500 events.  Analysis rate = 91608.647856 events/seconds. 
Processed 345000 events.  Analysis rate = 32152.273166 events/seconds. 
Processed 345500 events.  Analysis rate = 29820.480706 events/seconds. 
Processed 346000 events.  Analysis rate = 151883.353584 events/seconds. 
Processed 346500 events.  Analysis rate = 23766.517730 events/seconds. 
Processed 347000 events.  Analysis rate = 45972.784112 events/seconds. 
Processed 347500 events.  Analysis rate = 54686.645521 events/seconds. 
Processed 348000 events.  Analysis rate = 24997.500250 events/seconds. 
Processed 348500 events.  Analysis rate = 72191.741265 events/seconds. 
Processed 349000 events.  Analysis rate = 38133.007932 events/seconds. 
Processed 349500 events.  Analysis rate = 26162.942808 events/seconds. 
Processed 350000 events.  Analysis rate = 167504.187605 events/seconds. 
Processed 350500 events.  Analysis rate = 26393.581081 events/seconds. 
Processed 351000 events.  Analysis rate = 37713.078896 events/seconds. 
Processed 351500 events.  Analysis rate = 64783.622700 events/seconds. 
Processed 352000 events.  Analysis rate = 25491.995513 events/seconds. 
Processed 352500 events.  Analysis rate = 63548.551093 events/seconds. 
Processed 353000 events.  Analysis rate = 36756.597809 events/seconds. 
Processed 353500 events.  Analysis rate = 26875.940658 events/seconds. 
Processed 354000 events.  Analysis rate = 165070.980522 events/seconds. 
Processed 354500 events.  Analysis rate = 25673.940950 events/seconds. 
Processed 355000 events.  Analysis rate = 36260.787584 events/seconds. 
Processed 355500 events.  Analysis rate = 86745.315753 events/seconds. 
Processed 356000 events.  Analysis rate = 24341.560781 events/seconds. 
Processed 356500 events.  Analysis rate = 56363.431406 events/seconds. 
Processed 357000 events.  Analysis rate = 42724.087841 events/seconds. 
Processed 357500 events.  Analysis rate = 24963.802486 events/seconds. 
Processed 358000 events.  Analysis rate = 140567.894293 events/seconds. 
Processed 358500 events.  Analysis rate = 30384.054448 events/seconds. 
Processed 359000 events.  Analysis rate = 31981.578611 events/seconds. 
Processed 359500 events.  Analysis rate = 78939.059046 events/seconds. 
Processed 360000 events.  Analysis rate = 26204.077354 events/seconds. 
Processed 360500 events.  Analysis rate = 51098.620337 events/seconds. 
Processed 361000 events.  Analysis rate = 44511.706579 events/seconds. 
Processed 361500 events.  Analysis rate = 26173.899388 events/seconds. 
Processed 362000 events.  Analysis rate = 84217.618326 events/seconds. 
Processed 362500 events.  Analysis rate = 31092.593744 events/seconds. 
Processed 363000 events.  Analysis rate = 30904.258607 events/seconds. 
Processed 363500 events.  Analysis rate = 146455.770357 events/seconds. 
Processed 364000 events.  Analysis rate = 24358.162420 events/seconds. 
Processed 364500 events.  Analysis rate = 44204.756432 events/seconds. 
Processed 365000 events.  Analysis rate = 54030.689432 events/seconds. 
Processed 365500 events.  Analysis rate = 26201.331028 events/seconds. 
Processed 366000 events.  Analysis rate = 72790.799243 events/seconds. 
Processed 366500 events.  Analysis rate = 35380.696292 events/seconds. 
Processed 367000 events.  Analysis rate = 27613.630088 events/seconds. 
Processed 367500 events.  Analysis rate = 125187.781673 events/seconds. 
Processed 368000 events.  Analysis rate = 26344.907529 events/seconds. 
Processed 368500 events.  Analysis rate = 37838.655971 events/seconds. 
Processed 369000 events.  Analysis rate = 78591.637850 events/seconds. 
Processed 369500 events.  Analysis rate = 24399.765762 events/seconds. 
Processed 370000 events.  Analysis rate = 60299.083454 events/seconds. 
Processed 370500 events.  Analysis rate = 40660.323656 events/seconds. 
Processed 371000 events.  Analysis rate = 25036.302639 events/seconds. 
Processed 371500 events.  Analysis rate = 168123.739072 events/seconds. 
Processed 372000 events.  Analysis rate = 29238.056254 events/seconds. 
Processed 372500 events.  Analysis rate = 33090.668432 events/seconds. 
Processed 373000 events.  Analysis rate = 68064.252655 events/seconds. 
Processed 373500 events.  Analysis rate = 26880.275254 events/seconds. 
Processed 374000 events.  Analysis rate = 48723.445722 events/seconds. 
Processed 374500 events.  Analysis rate = 44547.398432 events/seconds. 
Processed 375000 events.  Analysis rate = 25484.199796 events/seconds. 
Processed 375500 events.  Analysis rate = 113947.128532 events/seconds. 
Processed 376000 events.  Analysis rate = 29272.290849 events/seconds. 
Processed 376500 events.  Analysis rate = 32959.789057 events/seconds. 
Processed 377000 events.  Analysis rate = 113688.040018 events/seconds. 
Processed 377500 events.  Analysis rate = 23759.741494 events/seconds. 
Processed 378000 events.  Analysis rate = 51140.431625 events/seconds. 
Processed 378500 events.  Analysis rate = 48713.951676 events/seconds. 
Processed 379000 events.  Analysis rate = 24966.295501 events/seconds. 
Processed 379500 events.  Analysis rate = 103669.914991 events/seconds. 
Processed 380000 events.  Analysis rate = 32845.037115 events/seconds. 
Processed 380500 events.  Analysis rate = 27814.864263 events/seconds. 
Processed 381000 events.  Analysis rate = 123854.347288 events/seconds. 
Processed 381500 events.  Analysis rate = 26179.381119 events/seconds. 
Processed 382000 events.  Analysis rate = 41091.387245 events/seconds. 
Processed 382500 events.  Analysis rate = 56535.504297 events/seconds. 
Processed 383000 events.  Analysis rate = 24854.600587 events/seconds. 
Processed 383500 events.  Analysis rate = 79554.494829 events/seconds. 
Processed 384000 events.  Analysis rate = 34027.494215 events/seconds. 
Processed 384500 events.  Analysis rate = 28507.896687 events/seconds. 
Processed 385000 events.  Analysis rate = 167672.702884 events/seconds. 
Processed 385500 events.  Analysis rate = 24306.061932 events/seconds. 
Processed 386000 events.  Analysis rate = 42793.563848 events/seconds. 
Processed 386500 events.  Analysis rate = 63379.389023 events/seconds. 
Processed 387000 events.  Analysis rate = 24342.745862 events/seconds. 
Processed 387500 events.  Analysis rate = 63889.598773 events/seconds. 
Processed 388000 events.  Analysis rate = 39129.754265 events/seconds. 
Processed 388500 events.  Analysis rate = 25623.943012 events/seconds. 
Processed 389000 events.  Analysis rate = 167785.234899 events/seconds. 
Processed 389500 events.  Analysis rate = 28410.705154 events/seconds. 
Processed 390000 events.  Analysis rate = 34188.034188 events/seconds. 
Processed 390500 events.  Analysis rate = 67815.000678 events/seconds. 
Processed 391000 events.  Analysis rate = 26168.419951 events/seconds. 
Processed 391500 events.  Analysis rate = 57616.962434 events/seconds. 
Processed 392000 events.  Analysis rate = 40508.790408 events/seconds. 
Processed 392500 events.  Analysis rate = 26176.639966 events/seconds. 
Processed 393000 events.  Analysis rate = 105263.157895 events/seconds. 
Processed 393500 events.  Analysis rate = 28992.230082 events/seconds. 
Processed 394000 events.  Analysis rate = 33266.799734 events/seconds. 
Processed 394500 events.  Analysis rate = 109075.043630 events/seconds. 
Processed 395000 events.  Analysis rate = 24360.535932 events/seconds. 
Processed 395500 events.  Analysis rate = 49173.878836 events/seconds. 
Processed 396000 events.  Analysis rate = 47961.630695 events/seconds. 
Processed 396500 events.  Analysis rate = 24384.296513 events/seconds. 
Processed 397000 events.  Analysis rate = 117150.890347 events/seconds. 
Processed 397500 events.  Analysis rate = 32679.738562 events/seconds. 
Processed 398000 events.  Analysis rate = 29430.808170 events/seconds. 
Processed 398500 events.  Analysis rate = 90497.737557 events/seconds. 
Processed 399000 events.  Analysis rate = 26851.404328 events/seconds. 
Processed 399500 events.  Analysis rate = 41230.312526 events/seconds. 
